Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MA,2024,6,Male,12,Right-Handed,4'9,30,150,1,Car,6,3.36,38,Baseball/Softball,,,,,,,30,Same length,10,8,Index finger,September,Summer,Yes,No,Meat,Sports drink,Science,10,11,3,Yes - other,,8,12,6,20,1,15,30,15,0,2,1,10,0,0,Very little,Graduate degree,Rap/Hip hop,Fly,Famous,Sports person,Health
USA,DE,2011,10,Female,15,Right-Handed,170,20,75,2,Car,12,0.357,46,Lacrosse,900,900,500,,1000,1000,21,Left foot,110,80,Index finger,April,Summer,Yes,No,Desserts,Tea,Science,9,8,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,20,50,1,50,30,20,1,30,20,60,4,0,0,A lot,Graduate degree,Pop,Telepathy,Healthy,Friend,Health
USA,PA,2023,12,Male,17,Right-Handed,182.8,27,186,1,Car,10,0.37,56,Football (American),567,487,524,524,353,679,28,Same length,2,2,Same length,March,Winter,Yes,No,Meat,Water,Mathematics and statistics,8,10,7,Yes - other,Text messaging,15,20,4hr,1hr,1hr,6hr,30min,15min,5hr,30min,4hr,3hr,8hr,30min,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Education/Youth development
USA,PA,2010,4,Male,11,Right-Handed,160,159,158,2,Bus,70,0.442,0.53,Soccer,44,642,1000,,647,588,24,Same length,8,7,Index finger,July,Summer,No,No,Meat,Water,Science,18,19,2,Yes - broadband connection,Cell phone,0,0,5,1,2,12,3,2,0,0,3,2,0,2,Some,Some college,Rock and roll,Invisibility,Famous,Other,"Arts, culture, sports"
USA,GA,2015,12,Female,17,Right-Handed,164,25.5,175,1,Car,30,3,6,Athletics,600,600,1000,1000,850,1000,22.5,Right foot,64,73,Ring finger,July,Fall,No,No,Pizza/Pasta,Tea,English,6,8,4,Yes - broadband connection,Text messaging,10,12,4,1,5,5,0,0,5,1,8,5,3,1,A lot,Graduate degree,Other,Telepathy,Happy,Doctor or nurse,Health
USA,NC,2024,12,Female,16,Right-Handed,5'4,24,,1,Car,25,0.334,29,Basketball,834,535,663,1000,32,1000,24,Same length,idk,idk,Index finger,May,Winter,No,No,Poultry,Water,Other,7,10,4,Yes - broadband connection,Text messaging,9,10,1,7,1,75,10,6,140,2,138,2,0,2,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Sports person,Health
USA,CA,2018,12,Female,17,Right-Handed,150.3,21.6,152,1,Bus,20,0.347,30,Other,1000,1000,1000,900,800,500,22,Left foot,75,80,Ring finger,June,Winter,No,No,No favorite,Water,Science,7,6,4,Yes - other,Cell phone,100,150,10,20,35,18,19,5,9,10,8,4,10,7,A lot,Graduate degree,Other,Freeze time,Happy,Other,Education/Youth development
USA,WI,2013,12,Male,17,Right-Handed,183,29,188,2,Walk,4,0.375,39,None,1000,1000,1000,1000,1000,1000,28.5,Right foot,90,82.5,Index finger,February,Summer,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Social studies,6,6,4,Yes - broadband connection,In person,300,300,24,2,10,3,15,8,3,40,35,8,0,5,A lot,Graduate degree,Rock and roll,Freeze time,Rich,Other,Health
USA,SC,2016,11,Male,16,Right-Handed,174,25,176,1,Car,10,0.325,44,Other,800,1000,1000,950,900,900,25,Same length,75,80,Ring finger,March,Summer,Yes,No,Meat,Water,Social studies,9,10,3,Yes - broadband connection,Text messaging,8,9,30,0.5,1,15,12,10,0,1,5,5,15,3,Very little,Graduate degree,Rock and roll,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,VA,2014,12,Female,17,Right-Handed,62,10,163,1,Bus,7,0.386,42,None,700,200,850,900,1000,1000,10,Same length,70,75,Ring finger,July,Fall,Yes,No,Rice/Noodle dishes,Tea,History,7,9,3,Yes - broadband connection,Internet chat or instant messaging,3,3,3,2,7,2,0,24,0,18,17,3,0,1,A lot,Undergraduate degree,Other,Freeze time,Happy,Other,Other
USA,PA,2016,10,Male,15,Right-Handed,193,25,172,1,Car,15,0.666,41,Soccer,700,800,600,600,500,700,25,Same length,30,35,Same length,October,Summer,No,No,Meat,Water,Mathematics and statistics,7,7,4,Yes - other,Text messaging,20,20,15,,,,,,,,,,,,,,,,,,
USA,AK,2021,11,Male,15,Left-Handed,177.8,25,185,2,Bus,25,,,Baseball/Softball,1000,250,500,250,500,500,25,Same length,80,90,Ring finger,January,Winter,No,No,Meat,Sports drink,Science,7,5,3,Yes - broadband connection,Other,10,9,,,,,,,,,,,,,Some,Some college,Rock and roll,Freeze time,Happy,Sports person,Environment
USA,OH,2019,7,Male,13,Right-Handed,,,,1,Bus,21 m,0.504,52 s,Running/Jogging,,,,,,,,Same length,,,Ring finger,November,Summer,,,Pizza/Pasta,Water,Social studies,8,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,7,Female,13,Right-Handed,"5,8",9,8,3,Bus,59,5,45,Soccer,500,800,1000,30,59,1000,9,Same length,3,5,Ring finger,May,Spring,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Art,5,9,7,Yes - other,"Myspace, Facebook, other social networking sites, or blog",70,60,0,5 %,77,20,33,0,100,100,10000,88,0,55,Some,Other,Rap/Hip hop,Invisibility,Healthy,Other,"Arts, culture, sports"
USA,CA,2017,7,Female,13,Left-Handed,150,21,156.5,2,Bus,35,0.459,35,Dancing,1000,1000,850,900,0,200,20,Right foot,71,66,Index finger,October,Winter,Yes,No,Rice/Noodle dishes,Tea,Science,5,9,4,Yes - broadband connection,In person,2,6,9,1.5,3,1.5,2,1.5,0,1.5,4,1.5,0,1,Some,Graduate degree,Pop,Invisibility,Healthy,Teacher,"Wildlife, animals"
USA,TX,2023,12,Female,18,Right-Handed,165,23,163,2,Car,10,0.307,43,Swimming,1000,1000,1000,1000,524,615,23,Same length,120,80,Ring finger,June,Winter,Yes,No,Seafood,Water,History,6,10,2,Yes - other,Internet chat or instant messaging,50,50,4,2,2,1,1,0,8,12,8,2,0,4,Some,Some college,Gospel,Telepathy,Happy,Business person,Religious
USA,OR,2015,12,Male,17,Right-Handed,175,28,181,1,Car,10,0.29,46,Walking/Hiking,600,800,400,700,600,500,27.5,Right foot,90,100,Ring finger,December,Winter,Yes,No,Seafood,Water,Computers and technology,7,8,4,Yes - broadband connection,Text messaging,200,1000,20,1,2,6,8,7,12,12,12,1,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,International aid
USA,NC,2022,11,Male,16,Left-Handed,175,25,188,1,Car,2,0.369,36,Lacrosse,150,300,200,75,550,1000,25,Same length,80,85,Ring finger,April,Summer,No,No,Meat,Water,Mathematics and statistics,6,10,4,Yes - broadband connection,In person,10,15,20,1,1,25,15,1,28,18,18,25,0,2,Very little,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,Health
USA,TX,2022,12,Female,16,Right-Handed,,,,,Car,5,,,Soccer,,,,,,,,,,,,May,Fall,No,No,Seafood,Water,English,7,5,4,Yes - broadband connection,Text messaging,20,20,,,,,,,,,,,,,A lot,Graduate degree,,Invisibility,Healthy,Relative,Health
USA,SC,2022,12,Female,17,Right-Handed,160,30,160,1,Car,10,0.502,41,None,692,650,660,582,524,561,23,Right foot,90,80,Index finger,April,Fall,No,No,Pizza/Pasta,Tea,Music,7,10,7,Yes - broadband connection,Internet chat or instant messaging,47,60,30,70,10,5,0,0,20,20,100,70,34,2,Some,Undergraduate degree,Country,Invisibility,Happy,Relative,Health
USA,GU,2014,8,Male,14,Right-Handed,156,23,165,1,Car,20,0.6,,None,700,500,600,300,1000,1000,22,Right foot,70,70,Index finger,August,Summer,No,No,Poultry,Water,Computers and technology,9,10,7,Yes - other,Internet chat or instant messaging,0,0,4,3,5,7,0,126,3,2,227,2,0,2,Some,Graduate degree,Other,Freeze time,Happy,Religious figure,Health
USA,TX,2024,12,Male,17,Right-Handed,170,22,170,1,Car,10,0.406,49,Football (American),471,465,460,476,471,476,22,Same length,80,75,Index finger,August,Winter,Yes,No,Meat,Water,Physical education,8,11,4,Yes - broadband connection,Internet chat or instant messaging,20,25,8,2,0,10,4,2,8,3,11,4,20,6,Some,High school,Rap/Hip hop,Super strength,Rich,Relative,Other
USA,TX,2024,12,Male,17,Right-Handed,180,26,80,2,Car,15,0.113,50,Soccer,80,90,95,94,10,92,26,Same length,80,70.5,Index finger,May,Winter,No,No,Seafood,Juice,English,7,8,3,Yes - other,Text messaging,150,230,0,1,1,3,4,0,2,5,3,2,5,2,Some,Graduate degree,Reggae,Fly,Healthy,Sports person,Health
USA,NY,2024,11,Female,17,Right-Handed,159,22,158,2,Rail (Train/Tram/Subway),60,0.727,45,Other,60,60,80,70,80,90,22,Same length,70,70,Same length,April,Spring,No,No,Seafood,Water,Science,6,10,5,Yes - other,Text messaging,50,20,0,0.5,4,1,0,6,5,1,9,0,0,0,A lot,Undergraduate degree,Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,OH,2015,11,Male,17,Left-Handed,170,25,173,1,Car,20,0.496,46,Soccer,754,578,1000,1000,497,497,25,Same length,76,81,Ring finger,June,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,6,10,4,Yes - other,In person,100,100,12,1,7,0,5,0,0,6,2,2,0,2,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Other,Health
USA,CA,2017,9,Male,14,Right-Handed,63,3,162,3,Car,30,0.52,41,Soccer,545,1000,1000,561,1000,1000,2.6,Same length,7,8,Ring finger,August,Summer,No,No,Other,Other,Other,8,12,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",457,524,40,3,10,14,2,84,168,168,168,57,36,28,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,"Arts, culture, sports"
USA,CA,2020,12,Female,17,Right-Handed,150,21,152,1,Car,10,0.496,34,Other,738,717,364,225,802,893,23,Left foot,70,60,Index finger,December,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,9,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,30,5,1,1,5,0,0,3,1,1,2,0,4,Very little,Graduate degree,Pop,Invisibility,Happy,Coach or club leader,"Wildlife, animals"
USA,OH,2017,8,Male,14,Left-Handed,157,27,,3,Bus,9,1.07,61,Baseball/Softball,1000,1000,1000,100,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2021,12,Male,18,Left-Handed,172,274,20,2,Car,10,0.33,10,Football (American),500,500,1000,600,1000,1000,274,Same length,40,40,Same length,September,Spring,No,No,Meat,Water,Social studies,7,9,5,Yes - broadband connection,Text messaging,50,60,10,4,5,5,18,7,10,20,15,18,7,5,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Rich,Sports person,Health
USA,IL,2013,6,Male,11,Right-Handed,153,24,159,2,Walk,9,0.68,56,Other,1000,900,1000,1000,800,700,24,Same length,70.5,70.5,Same length,April,Winter,No,No,Breads/Sandwiches,Milk,Physical education,9,12,4,Yes - broadband connection,In person,0,0,15,1,2,12,5,7,0,0,7,2,0,1,Very little,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Friend,International aid
USA,IN,2021,10,Male,16,Right-Handed,145,27,,1,Car,5-7,0.39,32,Baseball/Softball,700,900,800,700,500,800,27,Same length,,,,August,Summer,Yes,No,Meat,Water,History,7-8,10,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2014,12,Female,17,Right-Handed,173,25,172,1,Car,4,0.39,34,Swimming,600,500,1000,400,100,200,25,Same length,101,102,Ring finger,April,Winter,Yes,No,Breads/Sandwiches,Water,English,6,10,5,Yes - broadband connection,Text messaging,174,179,27,0,8,6,7,0,2,2,2,5,20,3,A lot,Graduate degree,Pop,Invisibility,Happy,Relative,International aid
USA,CA,2017,12,Male,17,Right-Handed,182,26,182,1,Car,15,6.7,41,Tennis,500,300,500,650,1000,900,26,Same length,81,85,Ring finger,September,Fall,No,No,Rice/Noodle dishes,Tea,Science,5,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",1,1,5,0,9,8,4,18,12,6,24,0,0,5,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,Health
USA,SC,2024,11,Male,18,Right-Handed,176,28,181,1,Car,8,0.411,33,Other,32,37,64,53,503,1000,28,Right foot,70,74,Ring finger,March,Summer,Yes,No,Meat,Soft drink (caffeinated),Physical education,6,8,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,50,50,10,10,10,30,20,20,20,10,10,20,10,Very little,Some college,Other,Fly,Happy,Friend,"Arts, culture, sports"
USA,FL,2017,11,Male,16,Right-Handed,180,28,182,2,Car,35,0.686,33,Football (American),996,996,996,996,1000,1000,28,Same length,86,86,Same length,September,Winter,No,No,Meat,Water,Mathematics and statistics,6,10,5,Yes - broadband connection,Text messaging,15,20,14,1,12,2,5,5,5,7,1,1,0,4,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,International aid
USA,WI,2016,11,Male,16,Right-Handed,180,28,184.3,1,Car,10,0.427,38,Other,1000,600,500,1000,800,1000,28,Same length,11,12,Ring finger,February,Fall,Yes,No,Other,Soft drink (caffeinated),Science,7,7,3,Yes - broadband connection,Text messaging,15,10,2,1,21,2,0,21,2,2,40,0,20,1,Some,Graduate degree,,Telepathy,Happy,Other,Environment
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,MI,2022,4,Female,18,Right-Handed,175.3,22,168,2,Car,15,0.665,45,Gymnastics,500,438,689,456,888,1000,21,Right foot,80,70,Index finger,March,Summer,Yes,No,Desserts,Water,Physical education,7,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,15,8,48,2,4,0,0,10,72,72,42,24,12,A lot,Some college,Country,Fly,Happy,Actor,International aid
USA,MI,2022,12,Female,17,Right-Handed,,,,1,Car,5,0.44,60,Running/Jogging,800,500,800,800,0,900,,Same length,,,Ring finger,June,Fall,No,No,Rice/Noodle dishes,Water,Social studies,7,8-9,5,Yes - other,In person,5,5,10,0,18,4,3,0,7,3,6,5,5,5,A lot,Graduate degree,Pop,Fly,Happy,Relative,International aid
USA,MD,2021,11,Female,17,Left-Handed,160,21.6,,1,Car,10,1.849,15,Baseball/Softball,90,100,90,100,0,90,21.6,Right foot,,,,February,Summer,Yes,No,No favorite,Soft drink (caffeinated),Mathematics and statistics,9,9,3,Yes - broadband connection,Cell phone,30,30,6,3,2,3,0,0,1,3,6,3,6,1,A lot,High school,Rhythm and blues (R&B),Fly,Happy,Relative,Health
USA,NY,2019,5,Female,,Right-Handed,,,,,Bus,1hr,1,68,Football (American),,,,,,,,Right foot,,,Same length,October,Summer,Yes,No,Pizza/Pasta,Sports drink,Music,6hr,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2019,8,Male,13,Left-Handed,156,24,150,1,Bus,15,0.444,36,Table Tennis,1000,909,807,684,840,829,25,Left foot,68,71,Ring finger,June,Summer,Yes,No,Rice/Noodle dishes,Tea,Computers and technology,4,3,3,No internet connection,,0,0,42,,,,,,,,,,,,,,,,,,
USA,IL,2016,8,Male,14,Right-Handed,177,24,105,1,Bus,30,0.404,51,Swimming,668,610,497,422,380,406,23,Right foot,110,80,Index finger,September,Summer,Yes,,Breads/Sandwiches,Water,Social studies,10,6,4,Yes - broadband connection,In person,0,0,25,1,20,15,5,25,0,1,15,10,0,5,Some,Graduate degree,Other,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,MI,2019,9,Female,14,Right-Handed,124,21,124,1,Car,35,0.624,,Soccer,900,940,300,320,990,1000,22,Left foot,70,68,Index finger,February,Winter,No,No,Rice/Noodle dishes,Water,Science,8,11,5,Yes - other,Text messaging,12,20,4,2,8,9,6,3,1,3,2,7,3,2,A lot,Graduate degree,Pop,Freeze time,Happy,Doctor or nurse,"Wildlife, animals"
USA,IL,2017,9,Female,15,Right-Handed,155,22,160,2,Car,7,0.401,38,Other,1000,9050,1000,1000,7000,8000,22,Same length,709,70,Same length,December,Winter,Yes,No,Other,Water,Mathematics and statistics,6,10,7,Yes - other,"Myspace, Facebook, other social networking sites, or blog",23,20,3,,,,,,,,,,,,A lot,,,Telepathy,,,
USA,OH,2023,7,Male,13,Right-Handed,152,24,153,1,Bus,20,0.349,40,Basketball,120,700,500,400,900,900,25,Left foot,80,70,Index finger,April,Summer,Yes,No,Meat,Soft drink (caffeinated),English,8,10,5,Yes - other,Text messaging,20,30,5,1,1,19,12,7,0,1,24,3,0,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Coach or club leader,Health
USA,TX,2019,12,Female,23,Right-Handed,4'10,8,157,1,Car,15,0.597,55,Tennis,1000,1000,90,1000,50,50,8,Same length,8,6,Index finger,December,Fall,No,No,Pizza/Pasta,Soft drink (caffeinated),History,6,10,3,Yes - other,Text messaging,12,15,4,1,8,5,2,0,56,14,10,21,45,5,A lot,Other,Rock and roll,Fly,Happy,Other,International aid
USA,CA,2020,12,Female,17,Right-Handed,165.1,24,149.9,2,Car,3,0.456,44,Bowling,807,733,824,674,545,332,23,Right foot,77,77,Same length,April,Spring,No,No,Poultry,Juice,Art,7,10,,,,4,5,,6,10,14,4,,6,6,14,2,,7,Some,Undergraduate degree,Pop,Telepathy,Happy,Other,Health
USA,TX,2016,12,Male,17,Ambidextrous,178,26,169,4,Car,20,0.389,45,Other,750,450,600,1000,100,400,26,Same length,850,770,Ring finger,August,Winter,No,No,Meat,Water,Science,8,12,5,Yes - broadband connection,Text messaging,10,54,40,1,70,5,25,10,2,2,20,1,0,1,A lot,Graduate degree,Other,Freeze time,Happy,Teacher,"Wildlife, animals"
USA,PA,2024,12,Male,16,Right-Handed,178,24,175,2,Bus,60,0.259,34,Athletics,600,600,750,750,1000,1000,24,Same length,76,73,Index finger,March,Winter,No,No,Poultry,Water,Other,7,7,5,Yes - broadband connection,Internet chat or instant messaging,50,100,40,34,0,7,21,24,24,24,24,20,0,1,Very little,Undergraduate degree,Rap/Hip hop,Freeze time,Rich,Teacher,Education/Youth development
USA,FL,2020,12,Female,17,Right-Handed,158,25,158,1,Car,9,0.531,37,Tennis,600,600,600,700,700,800,26,Left foot,78,80,Ring finger,April,Summer,No,No,Pizza/Pasta,Water,English,6.5,9.5,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",200,250,5,5,10,20,10,0,24,24,24,10,4,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,MI,2016,12,Male,17,Left-Handed,178,25,170,1,Car,10,0.356,40,Hockey (Ice),1000,1000,1000,600,400,400,25,Same length,75,62,Index finger,September,Summer,No,No,Meat,Water,Physical education,8.5,9,4,Yes - broadband connection,Text messaging,100,200,3,0.25,0,1,0.25,0,0,1,1,1,0,1,None,Graduate degree,Country,Freeze time,Rich,Relative,Health
USA,AR,2016,8,Male,14,Right-Handed,176,24,175,2,Car,15,0.505,48,Soccer,969,925,941,968,11,519,24,Same length,7,8,Ring finger,September,Summer,No,No,No favorite,Soft drink (caffeinated),Other,7,9,6,Yes - other,Internet chat or instant messaging,40,40,6,2,0,3,2,0,2,2,2,3,0,1,A lot,Some college,Rap/Hip hop,Invisibility,Happy,Musician or singer,Other
USA,VA,2017,12,Female,17,Right-Handed,160,20,152,1,Bus,20,,0.359,Basketball,800,471,727,615,118,1000,20,Same length,9,8,Index finger,October,Fall,No,No,Pizza/Pasta,Water,Science,6,9,4,Yes - other,Text messaging,200,500,3,1,28,10,7,0,112,112,28,3,20,7,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Relative,Health
USA,IN,2014,10,Male,15,Right-Handed,174,26,178,2,Bus,30,0.738,49,Other,300,200,200,900,1000,1000,26.5,Left foot,81,80,Index finger,April,Summer,Yes,No,Seafood,Soft drink (caffeinated),Mathematics and statistics,7,8,4,Yes - broadband connection,Internet chat or instant messaging,30,25,9,0,4,1,0,12,1,12,14,1,0,2,Very little,Graduate degree,Techno/Electronic,Fly,Happy,Musician or singer,Education/Youth development
USA,TX,2017,12,Male,17,Right-Handed,181,28,184,1,Car,4,0.324,64,Basketball,850,717,556,824,225,406,28,Right foot,70,80,Ring finger,March,Fall,No,No,Meat,Water,History,7,8,5,Yes - other,In person,7,30,15,1,4,3,3,1,8,1,15,3,15,1,Very little,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Friend,Environment
USA,WA,2022,12,Male,17,Right-Handed,176,28,,2,Bus,15,0.439,59,Swimming,,,,,,,28,Same length,77,77,Same length,March,Spring,No,No,Meat,Water,Science,9,10,3,Yes - broadband connection,Text messaging,20,10,4,2,12,5,10,30,25,17,30,1,0,7,Some,Graduate degree,Techno/Electronic,Freeze time,Rich,Business person,Environment
USA,MD,2015,7,Female,13,Right-Handed,63,24,148,2,Car,5,0.832,79,None,10,10,9,9,5,7,24,Same length,2,3,Ring finger,April,,No,No,Pizza/Pasta,Sports drink,Science,8,5,7,No internet connection,"Myspace, Facebook, other social networking sites, or blog",0,162,2,1,2,5,0,8,1,2,2,8,0,2,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Other,Other
USA,SC,2022,11,Male,18,Left-Handed,167.6,22.8,47,1,Car,15,0.51,62,Basketball,642,572,797,925,995,1000,22.7,Right foot,18.8,18.7,Index finger,June,Fall,Yes,No,Meat,Sports drink,Physical education,6,4,4,Yes - broadband connection,Text messaging,130,250,4,1,1.5,1,4,6,5,3,10,2.5,30,2,Very little,High school,Rap/Hip hop,Telepathy,Rich,Relative,"Arts, culture, sports"
USA,NY,2019,12,Male,17,Right-Handed,159,27,159,1,Car,4,0.711,41,None,1000,1000,1000,1000,1000,1000,27,Same length,3.5,3,Same length,May,Fall,No,No,Seafood,Water,Mathematics and statistics,6,10,4,Yes - broadband connection,Text messaging,70,200,15,35,8,8,0,0,29,25,50,10,16,0,Some,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,IN,2020,11,Male,17,Right-Handed,187,25,187,1,Car,20,0.3,60,Basketball,1000,1000,700,1000,50,1000,25,Same length,152,150,Index finger,May,Fall,No,No,Pizza/Pasta,Other,Mathematics and statistics,6,8,3,Yes - broadband connection,Text messaging,800,1000s,12,35,10,8,12,1,40,24/7,24/7,1/2,14,6,Very little,High school,Rap/Hip hop,Invisibility,Happy,Relative,Health
USA,PA,2017,12,Male,17,Right-Handed,183,28,177,1,Bus,10,0.326,54,Hockey (Ice),701,717,1000,1000,519,909,28,Same length,103,114,Ring finger,November,Summer,Yes,No,Seafood,Water,Computers and technology,7,9,4,Yes - broadband connection,Text messaging,30,33,10,1,4,12,4,1,4,2,20,5,3,5,Very little,Undergraduate degree,Rap/Hip hop,Fly,Healthy,Sports person,International aid
USA,CA,2018,12,Female,16,Right-Handed,165,23,165,3,Car,20,0.364,43,Other,1000,882,882,1000,348,952,24,Same length,74,72,Index finger,October,Fall,No,No,Fruit,Water,Science,7,8,4,Yes - broadband connection,Text messaging,14,24,2,1,10,5,15,0,2,1,10,1,0,5,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Doctor or nurse,Environment
USA,CT,2016,12,Male,18,Right-Handed,183,35,183,2,Car,18,0.361,43,Baseball/Softball,100,300,0,0,800,1000,34,Right foot,,,Same length,June,Fall,No,No,Meat,Tea,History,9,9,4,Yes - broadband connection,Cell phone,100,150,10,8,15,2,14,2,5,5,8,10,0,0,None,Undergraduate degree,,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,OH,2022,6,Male,12,Right-Handed,147,22,,1,Car,,,40,Lacrosse,1000,1000,1000,1000,500,500,20,,,,Same length,July,Spring,No,No,Fruit,Water,Physical education,12,8,5,Yes - dial-up connection,In person,0,idk,4,0,0,4,12,8,0,0,0,9,0,5,Some,Other,Other,Invisibility,Healthy,Sports person,Religious
USA,PA,2019,12,Male,16,Right-Handed,174,26.3,188,1,Bus,15,0.324,44,Skateboarding/Rollerblading,1000,620,299,1000,0,503,26,Right foot,9.3,8.4,Index finger,October,Summer,Yes,No,Pizza/Pasta,Water,Computers and technology,5,5,5,Yes - other,Text messaging,30,30,10,1,7,2,2,20,20,5,10,10,0,5,Some,Some college,Pop,Freeze time,Rich,Relative,Education/Youth development
USA,HI,2011,9,Male,15,Right-Handed,165.1,26,169,1,Car,10,0.346,34,Other,814,493,302,,899,892,26,Same length,76,69,Same length,January,Winter,Yes,No,Pizza/Pasta,Water,Physical education,8,9.5,4,Yes - broadband connection,In person,0,0,20,0.25,50,20,4,0.5,25,0.25,80,5,0,5,Very little,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,International aid
USA,WI,2022,12,Male,18,Right-Handed,175,30,179,1,Car,5,0.292,48,Baseball/Softball,500,400,500,700,200,300,335,Same length,80,85,Ring finger,September,Summer,Yes,No,Poultry,Water,Mathematics and statistics,8,9,4,Yes - broadband connection,Text messaging,20,25,12,2,8,10,10,5,4,3,20,12,20,4,Very little,Some college,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,NC,2020,12,Female,17,Right-Handed,170,,,2,Car,10,0.32,34,Running/Jogging,100,100,80,80,30,100,,,,,,September,Fall,No,No,Desserts,Water,Mathematics and statistics,5,9,4,Yes - broadband connection,Internet chat or instant messaging,30,40,0,3,8,4,2,1,10,10,15,0,0,3,A lot,Graduate degree,Jazz,Invisibility,Happy,Relative,International aid
USA,NC,2024,12,Female,17,Right-Handed,163.4,24.3,170.6,2,Car,7,0.849,59,Other,690,182,882,342,444,663,24.1,Right foot,92,86,Index finger,July,Summer,Yes,No,Rice/Noodle dishes,Water,Science,5,9,5,Yes - broadband connection,Cell phone,35,112,4,2,8,12,0,1.5,2,1,6,0,0,4,A lot,Other,Pop,Freeze time,Happy,Musician or singer,Education/Youth development
USA,NY,2016,12,Male,18,Right-Handed,172,26,172,2,Rail (Train/Tram/Subway),25,0.728,37,Other,350,350,400,650,900,800,26,Same length,101,100,Index finger,April,Fall,Yes,No,Meat,Water,Mathematics and statistics,5,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",21,22,9,1,1,1,7,4,15,4,25,1,15,1,Very little,Graduate degree,Other,Freeze time,Happy,Other,Education/Youth development
USA,OH,2012,4,Female,10,Right-Handed,150,23,150,1,Car,2,428,,Soccer,1000,500,500,1000,100,150,23,Right foot,80,90,Ring finger,March,Summer,No,No,Fruit,Milk,Physical education,10,10,5,Yes - broadband connection,In person,0,0,10,0.5,4,3,5,4,0,0.3,1,4,0,1,Some,Undergraduate degree,Pop,Fly,Healthy,Teacher,"Wildlife, animals"
